ID, date, average, transport, household, clothing, health, food, transport_walking, transport_car, transport_train, transport_bus, transport_plane, household_heating, household_electricity, household_furnishings, household_lighting, clothing_fastfashion, clothing_sustainable, health_medicines, health_scans, food_meat, food_fish, food_dairy, food_oils
low,2021-01-31 17:47:59,1281.61,333.22,499.83,166.61,89.71,192.24,36.65,43.32,63.31,69.98,83.31,104.96,124.96,139.95,129.96,93.3,73.31,28.71,61.0,51.9,51.9,34.6,53.83
average,2020-09-07 19:09:31,2228.75,690.91,579.47,312.02,312.02,334.31,82.91,152.0,76.0,89.82,200.36,81.13,139.07,185.43,173.84,177.85,134.17,184.09,127.93,120.35,50.15,80.23,83.58
high,2021-07-24 13:30:35,2906.98,872.09,755.81,406.98,552.33,319.77,235.46,130.81,130.81,200.58,69.77,151.16,166.28,234.3,204.07,260.47,146.51,336.92,215.41,172.68,63.95,51.16,31.98
low,2020-12-23 09:29:51,1660.36,481.5,564.52,249.05,249.05,116.23,67.41,144.45,52.97,62.59,77.04,146.78,141.13,141.13,135.48,132.0,117.05,174.34,74.72,72.06,17.43,10.46,16.27
average,2021-03-31 21:06:16,2188.37,612.74,700.28,218.84,262.6,393.91,171.57,171.57,61.27,79.66,55.15,140.06,154.06,217.09,189.08,146.62,72.22,141.8,120.8,216.65,74.84,51.21,51.21
high,2020-08-31 13:14:46,2953.2,826.9,1151.75,295.32,354.38,324.85,140.57,124.03,124.03,148.84,157.11,299.45,264.9,322.49,264.9,189.0,106.32,237.43,116.95,142.93,42.23,61.72,77.96
low,2021-02-17 19:23:45,1706.93,665.7,477.94,256.04,153.62,153.62,126.48,159.77,73.23,99.86,93.2,62.13,109.93,176.84,129.04,163.87,92.17,73.74,79.88,38.41,41.48,36.87,36.87
average,2021-06-07 19:10:42,2220.41,732.74,555.1,177.63,333.06,421.88,153.88,109.91,80.6,124.57,131.89,83.26,155.43,116.57,199.84,111.91,65.72,106.58,226.48,135.0,75.94,92.81,118.13
high,2021-08-04 09:57:01,3166.08,1139.79,823.18,379.93,411.59,411.59,205.16,239.36,182.37,148.17,102.58,181.1,246.95,189.33,205.79,216.56,163.37,135.82,275.77,164.64,90.55,102.9,53.51
low,2021-05-04 23:49:11,1735.42,607.4,572.69,173.54,190.9,190.9,121.48,78.96,66.81,103.26,121.48,80.18,154.63,160.35,177.53,90.24,83.3,59.18,131.72,106.9,21.0,40.09,22.91
average,2021-02-23 12:15:29,2250.66,652.69,585.17,337.6,292.59,382.61,91.38,195.81,78.32,117.48,97.9,146.29,146.29,134.59,158.0,226.19,111.41,122.89,169.7,99.48,76.52,110.96,95.65
high,2021-03-19 11:35:11,2838.98,908.47,1050.42,340.68,283.9,255.51,145.36,163.52,127.19,181.69,145.36,157.56,283.61,336.13,273.11,218.04,122.64,201.57,82.33,173.75,25.55,23.0,33.22
low,2021-08-28 08:04:24,1718.01,429.5,498.22,240.52,326.42,223.34,94.49,85.9,60.13,64.42,60.13,89.68,104.63,144.48,159.43,158.74,81.78,228.49,97.93,78.17,58.07,46.9,40.2
average,2021-04-16 12:51:01,2209.2,883.68,706.94,220.92,287.2,110.46,159.06,212.08,159.06,70.69,167.9,176.74,141.39,134.32,254.5,128.13,92.79,94.78,192.42,66.28,11.05,17.67,15.46
high,2020-11-14 23:51:45,2465.24,961.44,714.92,295.83,172.57,320.48,153.83,192.29,115.37,249.97,134.6,92.94,207.33,257.37,157.28,171.58,124.25,55.22,117.35,128.19,57.69,57.69,76.92
low,2020-11-17 00:20:16,1255.19,376.56,476.97,138.07,112.97,150.62,94.14,90.37,60.25,37.66,64.02,71.55,138.32,152.63,114.47,84.22,53.85,72.3,40.67,108.45,19.58,7.53,15.06
average,2021-06-11 18:20:44,2226.14,578.8,690.1,356.18,244.88,356.18,57.88,138.91,104.18,40.52,127.34,179.43,186.33,151.82,172.52,217.27,138.91,132.24,112.64,135.35,60.55,89.04,71.24
high,2021-06-29 00:16:20,2814.7,816.26,928.85,422.2,365.91,281.47,106.11,244.88,122.44,122.44,97.95,111.46,222.92,260.08,334.39,257.54,164.66,230.52,135.39,208.29,30.96,22.52,19.7
low,2020-12-27 09:34:26,1702.98,561.98,561.98,153.27,221.39,204.36,95.54,134.88,73.06,101.16,106.78,123.64,118.02,185.45,134.88,90.43,62.84,101.84,119.55,73.57,55.18,36.78,38.83
average,2021-01-15 14:44:53,2205.99,683.86,838.28,110.3,154.42,419.14,164.13,82.06,95.74,116.26,129.93,134.12,226.34,234.72,243.1,57.36,52.94,106.55,47.87,305.97,29.34,20.96,62.87
high,2020-09-03 11:52:21,2746.83,1043.8,988.86,357.09,164.81,192.28,177.45,177.45,125.26,198.32,187.88,227.44,286.77,197.77,276.88,189.26,167.83,110.42,54.39,138.44,21.15,11.54,21.15
low,2021-03-19 11:22:58,1818.45,581.9,527.35,200.03,290.95,218.21,87.28,64.01,110.56,145.47,81.47,94.92,163.48,121.29,147.66,104.02,96.01,212.39,78.56,115.65,19.64,45.82,37.1
average,2021-06-15 08:09:56,2220.48,843.78,732.76,155.43,355.28,133.23,126.57,168.76,135.0,135.0,101.25,190.52,175.86,139.22,227.16,104.14,51.29,181.19,174.09,71.94,22.65,26.65,11.99
high,2020-10-31 00:58:33,2684.97,993.44,859.19,295.35,322.2,214.8,188.75,109.28,168.88,218.56,139.08,240.57,266.35,206.21,146.06,153.58,141.77,122.44,199.76,64.44,47.26,38.66,64.44
low,2021-08-14 17:27:27,1374.73,536.14,384.92,178.71,109.98,164.97,134.03,80.42,96.51,101.87,48.25,73.13,88.53,100.08,123.17,103.65,75.06,64.89,45.09,107.23,18.15,23.1,16.5
average,2020-09-06 13:14:11,2216.52,797.95,598.46,332.48,288.15,199.49,207.47,183.53,159.59,71.82,87.77,131.66,167.57,179.54,119.69,189.51,142.97,181.53,106.62,121.69,21.94,23.94,31.92
high,2021-03-14 12:08:05,2679.16,723.37,910.91,401.87,294.71,348.29,159.14,130.21,122.97,65.1,159.14,218.62,218.62,264.16,209.51,221.03,180.84,126.73,167.98,149.76,69.66,55.73,73.14
low,2020-12-15 08:28:54,1467.62,381.58,528.34,220.14,117.41,220.14,61.05,49.61,57.24,83.95,64.87,121.52,100.38,158.5,147.94,123.28,96.86,49.31,68.1,132.08,33.02,24.22,30.82
average,2020-09-06 12:56:52,2242.53,560.63,695.18,336.38,381.23,269.1,151.37,140.16,78.49,72.88,50.46,76.47,173.8,243.31,201.6,191.74,144.64,255.42,125.81,69.97,61.89,67.28,69.97
high,2020-12-03 05:49:17,2794.93,782.58,950.28,419.24,307.44,335.39,117.39,86.08,117.39,125.21,164.34,104.53,247.07,294.59,304.09,280.89,138.35,92.23,215.21,137.51,60.37,70.43,67.08
low,2021-06-04 04:23:01,1868.03,635.13,485.69,392.29,186.8,168.12,133.38,88.92,107.97,114.32,120.67,135.99,121.42,106.85,121.42,251.07,141.22,72.85,113.95,90.78,31.94,21.86,23.54
average,2020-11-26 11:47:42,2237.1,671.13,604.02,246.08,335.56,380.31,120.8,187.92,87.25,114.09,107.38,157.05,120.8,193.29,132.88,137.8,108.28,97.31,238.25,121.7,87.47,98.88,72.26
high,2020-12-19 05:22:31,2668.78,880.7,800.63,213.5,427.0,346.94,255.4,88.07,158.53,105.68,149.72,160.13,240.19,192.15,208.16,113.16,100.34,290.36,136.64,235.92,34.69,38.16,38.16
low,2021-06-27 05:51:51,1344.18,457.02,430.14,134.42,120.98,201.63,77.69,109.68,50.27,63.98,73.12,77.43,133.34,98.93,120.44,79.31,55.11,62.91,58.07,143.16,24.2,18.15,16.13
average,2021-08-05 03:20:49,2227.18,601.34,846.33,289.53,178.17,311.8,78.17,138.31,102.23,78.17,108.24,118.49,194.66,160.8,372.39,176.61,112.92,67.7,110.47,162.14,40.53,43.65,65.48
high,2020-11-24 07:21:01,3101.87,1054.64,1116.67,310.19,403.24,217.13,179.29,316.39,116.01,116.01,147.65,290.33,323.83,301.5,201.0,186.11,124.08,270.17,133.07,106.39,49.94,30.4,30.4
low,2020-09-08 11:22:52,1853.77,630.28,667.36,203.91,185.38,166.84,126.06,75.63,63.03,126.06,138.66,200.21,140.15,153.49,173.51,138.66,65.25,101.96,83.42,68.4,36.7,21.69,40.04
average,2020-10-24 23:34:44,2264.63,634.1,883.21,203.82,317.05,226.46,177.55,139.5,69.75,76.09,76.09,176.64,282.63,264.96,158.98,122.29,81.53,193.4,123.65,67.94,47.56,56.62,54.35
high,2020-10-10 00:12:19,3084.03,832.69,956.05,431.76,277.56,585.97,141.56,208.17,91.6,141.56,133.23,286.81,258.13,219.89,191.21,263.37,168.39,194.29,83.27,416.04,64.46,46.88,58.6
low,2020-10-03 18:14:54,1290.83,477.61,387.25,77.45,180.72,167.81,81.19,109.85,66.87,62.09,71.64,116.17,112.3,100.69,58.09,48.02,29.43,75.9,104.82,62.09,38.6,28.53,38.6
average,2021-01-02 18:54:25,2247.93,606.94,651.9,224.79,314.71,449.59,157.8,109.25,66.76,103.18,66.76,162.98,156.46,208.61,123.86,134.87,89.92,179.38,135.33,170.84,76.43,94.41,107.9
high,2021-04-22 02:05:34,2663.03,745.65,985.32,372.82,319.56,239.67,134.22,208.78,89.48,104.39,126.76,118.24,266.04,266.04,335.01,208.78,164.04,188.54,131.02,134.22,43.14,43.14,19.17
low,2020-12-30 02:40:18,1378.34,413.5,454.85,179.18,165.4,165.4,119.91,99.24,70.3,41.35,45.48,72.78,127.36,90.97,163.75,98.55,80.63,57.89,107.51,79.39,31.43,21.5,33.08
average,2021-06-26 19:48:48,2216.31,576.24,864.36,265.96,288.12,221.63,109.49,121.01,63.39,97.96,63.39,129.65,224.73,276.6,233.38,170.21,95.75,126.77,161.35,132.98,31.03,22.16,35.46
high,2020-09-26 07:05:04,2925.15,965.3,906.8,351.02,409.52,292.52,154.45,154.45,173.75,193.06,135.14,199.5,281.11,226.7,199.5,210.61,140.41,139.24,270.28,152.11,32.18,46.8,61.43
low,2020-11-01 04:38:47,1726.98,483.55,552.63,155.43,310.86,224.51,106.38,116.05,96.71,72.53,43.52,66.32,160.26,154.74,171.32,85.49,69.94,99.48,211.38,89.8,49.39,35.92,49.39
average,2021-07-01 07:24:49,2211.18,574.91,818.14,265.34,221.12,331.68,63.24,97.73,114.98,86.24,68.99,155.45,212.72,204.54,245.44,169.82,95.52,61.91,159.21,179.11,53.07,46.44,53.07
high,2021-06-11 08:19:02,2984.26,984.81,1014.65,298.43,328.27,358.11,98.48,246.2,147.72,147.72,177.27,263.81,263.81,243.52,243.52,161.15,137.28,111.61,216.66,164.73,50.14,89.53,53.72
low,2021-04-13 15:56:08,1709.03,461.44,427.26,290.54,290.54,239.26,106.13,55.37,59.99,92.29,55.37,128.18,98.27,128.18,72.63,165.61,124.93,145.27,145.27,81.35,55.03,43.07,59.81
average,2021-08-27 10:00:46,2215.22,575.96,686.72,332.28,443.04,177.22,80.63,172.79,97.91,74.87,74.87,199.15,171.68,137.34,178.55,189.4,142.88,230.38,212.66,108.1,21.27,21.27,26.58
high,2020-12-03 00:31:34,2467.23,616.81,937.55,345.41,296.07,271.4,92.52,178.87,92.52,37.01,104.86,121.88,271.89,290.64,253.14,203.79,141.62,124.35,171.72,179.12,40.71,27.14,24.43
low,2020-10-30 14:02:05,1250.8,462.8,450.29,100.06,87.56,150.1,55.54,129.58,83.3,78.68,23.14,90.06,94.56,153.1,112.57,55.03,45.03,22.77,64.79,108.07,12.01,9.01,21.01
average,2020-11-17 10:16:18,2220.81,577.41,866.11,155.46,355.33,266.5,109.71,150.13,80.84,92.39,63.52,147.24,190.54,329.12,199.21,101.05,54.41,223.86,131.47,149.24,47.97,34.65,34.65
high,2021-03-22 19:03:53,3064.09,919.23,949.87,122.56,459.61,612.82,211.42,137.88,119.5,174.65,174.65,151.98,284.96,275.46,237.47,64.96,57.6,289.55,170.06,269.64,147.08,116.44,79.67
low,2020-11-29 12:34:13,1403.79,463.25,379.02,196.53,112.3,252.68,55.59,129.71,64.86,83.38,50.96,79.59,106.13,94.75,98.55,100.23,96.3,43.8,68.5,118.76,45.48,50.54,37.9
average,2021-08-24 09:11:42,2225.59,689.93,845.72,289.33,267.07,133.54,186.28,172.48,89.69,75.89,68.99,194.52,202.97,202.97,245.26,202.53,86.8,178.94,88.13,42.73,32.05,25.37,33.38
high,2021-02-08 05:24:28,2887.37,808.46,779.59,548.6,346.48,404.23,153.61,153.61,113.18,161.69,121.27,155.92,155.92,218.29,249.47,373.05,175.55,148.99,197.49,295.09,32.34,52.55,24.25
low,2021-04-20 22:49:18,1735.02,451.11,624.61,312.3,156.15,190.85,76.69,121.8,81.2,49.62,72.18,93.69,181.14,181.14,168.64,206.12,106.18,62.46,93.69,55.35,51.53,49.62,34.35
average,2021-07-03 10:17:26,2238.25,626.71,716.24,246.21,268.59,380.5,75.21,156.68,68.94,94.01,119.07,100.27,236.36,214.87,164.74,155.11,91.1,75.21,193.38,133.17,98.93,76.1,72.3
high,2020-09-14 17:42:44,2789.17,808.86,1059.88,278.92,223.13,418.38,145.59,210.3,129.42,137.51,80.89,307.37,233.17,317.96,201.38,195.24,83.68,73.63,149.5,196.64,87.86,62.76,71.12
low,2021-03-18 20:18:45,1806.8,686.58,487.84,180.68,162.61,289.09,89.26,96.12,89.26,137.32,116.72,92.69,136.6,165.87,92.69,104.79,75.89,66.67,95.94,121.42,46.25,72.27,49.15
average,2021-04-26 03:23:52,2237.7,850.33,716.06,223.77,156.64,290.9,229.59,246.6,144.56,68.03,51.02,71.61,200.5,193.34,250.62,154.4,69.37,86.15,70.49,84.36,61.09,75.63,69.82
high,2021-01-03 13:31:55,2474.84,668.21,692.96,395.97,346.48,371.23,160.37,66.82,80.19,93.55,173.73,159.38,214.82,173.24,145.52,209.86,186.11,249.47,97.01,92.81,74.25,96.52,107.66
low,2021-08-30 13:53:48,1889.79,680.32,491.35,226.77,188.98,302.37,122.46,136.06,68.03,156.47,95.24,68.79,137.58,117.92,167.06,120.19,106.58,98.27,90.71,114.9,75.59,51.4,60.47
average,2020-09-18 04:41:12,2220.77,577.4,599.61,333.11,333.11,377.53,103.93,150.12,69.29,75.06,86.61,107.93,125.92,143.91,221.86,189.87,143.24,153.23,179.88,268.05,45.3,33.98,30.2
high,2021-02-21 02:52:11,2850.5,712.62,1083.19,285.05,484.59,285.05,156.78,114.02,135.4,121.15,135.4,129.98,292.46,324.96,335.79,179.58,105.47,344.06,140.53,82.66,48.46,85.52,68.41
low,2021-02-11 04:32:36,1917.08,613.47,651.81,268.39,287.56,95.85,165.64,67.48,122.69,98.16,92.02,130.36,175.99,156.43,189.02,185.19,83.2,181.16,106.4,35.46,16.29,15.34,28.75
average,2020-12-01 04:16:50,2187.43,656.23,590.61,262.49,328.11,349.99,85.31,170.62,124.68,98.43,52.5,64.97,194.9,141.75,189.0,173.24,89.25,193.58,134.53,129.5,70.0,80.5,70.0
high,2020-10-18 19:23:10,3176.96,1143.71,921.32,285.93,349.47,476.54,194.43,148.68,217.3,171.56,194.43,101.35,267.18,331.68,221.12,174.42,111.51,241.13,108.34,181.09,123.9,114.37,57.18
low,2020-10-02 11:31:31,1634.24,555.64,441.24,179.77,228.79,228.79,133.35,116.68,77.79,77.79,100.02,88.25,97.07,119.13,136.78,107.86,71.91,151.0,77.79,105.24,38.89,45.76,38.89
average,2021-01-04 17:27:12,2243.84,875.1,807.78,179.51,246.82,134.63,183.77,192.52,166.27,87.51,96.26,121.17,234.26,185.79,266.57,120.27,59.24,120.94,125.88,71.35,16.16,28.27,18.85
high,2021-08-02 11:55:10,2701.13,1080.45,675.28,324.14,270.11,351.15,237.7,183.68,216.09,194.48,162.07,108.04,182.33,189.08,195.83,204.21,119.93,151.26,118.85,210.69,63.21,42.14,35.12
low,2021-04-11 06:34:26,1783.3,695.49,481.49,178.33,160.5,267.5,180.83,125.19,118.23,62.59,104.32,86.67,110.74,115.56,168.52,110.56,67.77,94.69,65.81,88.28,69.55,53.5,56.17
average,2020-11-29 23:23:16,2240.99,605.07,672.3,246.51,336.15,380.97,96.81,169.42,96.81,84.71,60.51,154.63,174.8,147.91,194.97,170.09,76.42,100.84,235.3,240.01,26.67,53.34,60.96
high,2020-12-03 21:27:47,2579.44,825.42,825.42,283.74,309.53,335.33,123.81,222.86,156.83,99.05,99.05,148.58,189.85,264.13,222.86,184.43,99.31,83.57,225.96,114.01,53.65,93.89,73.77
low,2020-11-04 19:48:36,1482.73,578.26,593.09,133.45,74.14,103.79,127.22,63.61,63.61,98.3,115.65,65.24,213.51,160.13,154.2,66.72,66.72,31.14,43.0,67.46,9.34,13.49,13.49
average,2021-04-04 03:30:03,2264.57,883.18,837.89,203.81,158.52,181.17,256.12,203.13,105.98,167.8,88.32,234.61,251.37,192.71,159.2,114.13,89.68,110.96,47.56,56.16,43.48,43.48,38.05
high,2021-05-23 20:54:47,3064.53,1011.29,950.0,306.45,337.1,459.68,242.71,171.92,202.26,151.69,80.9,209.0,304.0,237.5,199.5,177.74,128.71,131.47,205.63,220.65,64.36,87.34,87.34
low,2020-10-16 01:47:32,1610.89,499.38,515.48,225.52,177.2,193.31,59.93,144.82,94.88,69.91,74.91,118.56,118.56,144.33,134.02,124.04,101.48,63.79,113.41,108.25,17.4,32.86,34.8
average,2021-03-18 10:04:11,2201.74,616.49,660.52,242.19,374.3,308.24,135.63,129.46,61.65,92.47,80.14,191.55,138.71,151.92,178.34,135.63,106.56,134.75,239.55,110.97,67.81,83.22,46.24
high,2021-03-22 16:56:22,3075.34,891.85,1137.88,399.79,338.29,307.53,169.45,89.19,107.02,196.21,231.88,147.92,375.5,273.09,341.36,243.87,155.92,192.83,145.46,138.39,55.36,55.36,58.43
low,2021-02-24 02:45:57,1210.97,460.17,363.29,169.54,96.88,121.1,119.64,59.82,50.62,96.64,78.23,79.92,98.09,69.03,116.25,106.81,62.73,64.91,31.97,81.14,16.95,13.32,9.69
average,2021-02-24 15:20:19,2228.44,668.53,869.09,178.28,222.84,289.7,100.28,180.5,80.22,93.59,127.02,139.05,286.8,191.2,252.04,90.92,87.36,64.62,158.22,141.95,57.94,46.35,43.46
high,2020-11-22 07:30:28,2993.29,927.92,778.26,538.79,329.26,419.06,157.75,269.1,185.58,120.63,92.79,132.3,225.7,217.91,202.35,344.83,193.96,161.34,167.92,121.53,108.96,108.96,79.62
low,2021-07-03 02:47:57,1471.33,573.82,573.82,88.28,117.71,117.71,154.93,166.41,97.55,57.38,45.91,149.19,120.5,103.29,200.84,56.5,31.78,72.98,44.73,57.68,22.36,21.19,16.48
average,2021-02-17 22:59:01,2228.33,690.78,779.91,267.4,222.83,267.4,158.88,138.16,75.99,124.34,96.71,132.58,194.98,249.57,202.78,152.42,114.98,158.21,64.62,77.55,66.85,72.2,50.81
high,2020-11-22 02:40:55,2473.93,667.96,890.61,321.61,420.57,173.18,120.23,100.19,113.55,126.91,100.19,231.56,178.12,267.18,213.75,173.67,147.94,222.9,197.67,90.05,29.44,24.25,29.44
low,2021-03-31 12:37:30,1657.58,447.55,580.15,232.06,182.33,215.49,85.03,89.51,71.61,76.08,80.56,139.24,156.64,145.04,139.24,153.16,78.9,107.57,74.76,150.84,19.39,12.93,32.32
average,2021-04-02 00:26:05,2258.93,813.21,655.09,158.12,429.2,203.3,195.17,170.77,81.32,146.38,121.98,196.53,137.57,131.02,189.98,93.29,64.83,309.02,120.18,124.01,22.36,28.46,28.46
high,2021-07-23 23:32:59,3051.88,1037.64,1159.71,213.63,396.74,244.15,207.53,134.89,166.02,155.65,207.53,162.36,313.12,243.54,440.69,119.63,94.0,130.92,265.82,78.13,39.06,70.8,56.15
low,2021-01-12 05:14:08,1591.01,509.12,461.39,175.01,270.47,175.01,142.55,142.55,96.73,45.82,56.0,133.8,96.89,110.73,119.96,112.01,63.0,127.12,143.35,75.25,29.75,43.75,26.25
average,2021-02-24 19:06:41,2181.23,828.87,850.68,109.06,218.12,174.5,223.79,91.18,82.89,116.04,174.06,127.6,246.7,238.19,238.19,57.8,51.26,119.97,98.15,59.33,38.39,26.18,50.6
high,2021-06-14 17:17:30,2662.35,931.82,878.58,186.36,372.73,292.86,130.45,130.45,149.09,167.73,177.05,149.36,246.0,246.0,237.22,115.54,70.82,212.46,160.27,199.14,26.36,32.21,35.14
low,2021-02-16 16:20:42,1706.68,460.8,563.2,221.87,256.0,204.8,119.81,46.08,64.51,69.12,92.16,146.43,107.01,157.7,152.06,110.94,110.94,112.64,143.36,88.06,40.96,36.86,38.91
average,2020-11-05 06:56:29,2260.59,587.75,632.97,271.27,474.72,293.88,94.04,141.06,70.53,82.29,82.29,177.23,170.9,170.9,113.93,162.76,108.51,242.11,232.61,120.49,64.65,58.78,49.96
high,2020-10-31 13:34:10,2817.67,788.95,817.12,281.77,422.65,507.18,173.57,213.02,94.67,118.34,71.01,228.79,212.45,228.79,147.08,180.33,101.44,312.76,109.89,172.44,126.8,106.51,101.44
low,2021-01-02 08:57:46,1910.79,630.56,687.88,191.08,229.29,171.97,176.56,157.64,88.28,94.58,75.67,137.58,178.85,199.49,171.97,122.29,68.79,77.96,151.33,68.79,37.83,39.55,25.8
average,2021-06-14 10:48:29,2185.61,808.68,830.53,152.99,174.85,218.56,210.26,113.22,121.3,80.87,186.0,149.5,199.33,240.85,240.85,94.85,58.14,80.43,94.42,93.98,52.45,41.53,30.6
high,2021-01-02 02:18:58,2579.78,825.53,799.73,180.58,361.17,412.76,156.85,115.57,132.08,140.34,123.83,103.96,255.91,183.94,255.91,113.77,66.81,162.53,198.64,247.66,45.4,45.4,74.3
low,2021-07-09 01:04:20,1692.53,558.53,507.76,236.95,203.1,186.18,122.88,89.36,100.54,100.54,61.44,126.94,126.94,121.86,132.02,156.39,80.56,148.26,54.84,109.85,16.76,24.2,35.37
average,2021-02-16 11:24:57,2254.69,856.78,856.78,180.37,202.92,157.83,214.2,231.33,94.25,94.25,119.95,119.95,291.31,248.47,197.06,108.22,72.15,77.11,125.81,55.24,41.04,29.99,31.57
high,2021-05-25 18:48:31,3191.01,861.57,1244.49,223.37,414.83,446.74,129.24,155.08,112.0,163.7,120.62,360.9,311.12,298.68,273.79,116.15,107.22,207.41,207.41,254.64,75.95,53.61,62.54
low,2021-01-12 19:32:49,1868.26,616.53,653.89,130.78,242.87,224.19,92.48,61.65,92.48,110.98,141.8,91.54,222.32,150.39,189.63,78.47,52.31,172.44,70.43,105.37,29.14,40.35,49.32
average,2021-04-29 20:46:44,2197.97,615.43,615.43,417.61,351.68,197.82,160.01,116.93,86.16,80.01,110.78,123.09,172.32,147.7,172.32,233.86,183.75,211.01,140.67,59.35,41.54,45.5,51.43
high,2020-12-25 16:50:41,2911.49,815.22,873.45,436.72,378.49,407.61,163.04,211.96,146.74,57.07,146.74,174.69,244.57,262.04,192.16,292.6,144.12,196.81,181.68,273.1,40.76,36.68,57.07
low,2021-03-22 15:40:32,1860.32,576.7,483.68,223.24,186.03,390.67,103.81,132.64,63.44,80.74,103.81,140.27,125.76,101.57,116.08,118.32,104.92,87.43,98.6,105.48,85.95,97.67,101.57
average,2021-08-24 01:29:30,2244.44,583.55,830.44,246.89,359.11,224.44,110.87,110.87,99.2,70.03,81.7,240.83,224.22,166.09,199.31,148.13,98.76,129.28,229.83,148.13,29.18,13.47,33.67
high,2020-12-20 21:19:13,3049.5,853.86,914.85,579.4,457.43,243.96,111.0,247.62,145.16,119.54,111.0,137.23,274.45,237.86,265.31,388.2,191.2,164.67,292.76,170.77,31.71,19.52,21.96
low,2021-02-15 20:15:03,1758.49,597.89,527.55,175.85,140.68,316.53,95.66,143.49,77.73,53.81,107.62,126.61,137.16,116.06,147.71,98.48,77.37,83.0,57.68,218.41,37.98,18.99,41.15
average,2021-01-01 18:29:44,2224.12,822.92,667.23,333.62,200.17,200.17,189.27,123.44,106.98,90.52,164.58,133.45,153.46,246.88,133.45,173.48,160.14,108.09,92.08,62.05,50.04,44.04,44.04
high,2021-07-08 04:56:58,2673.1,908.85,695.01,347.5,481.16,240.58,227.21,154.5,136.33,109.06,154.5,104.25,132.05,250.2,208.5,180.7,166.8,221.33,259.83,98.64,52.93,40.9,48.12
low,2021-02-21 16:15:10,1255.17,326.34,414.21,163.17,175.72,175.72,91.38,32.63,48.95,32.63,48.95,82.84,95.27,99.41,136.69,96.27,66.9,115.98,59.74,117.73,22.84,19.33,15.81
average,2020-10-19 01:42:10,2265.09,747.48,566.27,407.72,294.46,249.16,104.65,97.17,104.65,149.5,127.07,164.22,152.89,135.9,113.25,252.79,154.93,111.89,182.57,102.16,57.31,52.32,37.37
high,2020-10-23 08:47:24,2706.5,703.69,784.88,433.04,405.97,378.91,197.03,112.59,77.41,98.52,126.66,219.77,211.92,172.67,180.52,251.16,181.88,146.15,259.82,106.09,75.78,98.52,98.52
low,2021-04-13 11:36:41,1292.89,336.15,400.8,155.15,155.15,245.65,100.84,94.12,60.51,16.81,47.06,88.18,92.18,116.23,104.21,105.5,49.65,74.47,80.68,81.06,56.5,58.96,49.13
average,2021-02-23 21:44:07,2222.56,711.22,600.09,288.93,244.48,377.84,92.46,184.92,92.46,120.91,99.57,96.01,150.02,162.02,192.03,167.58,121.35,136.91,107.57,222.93,56.68,49.12,49.12
high,2020-12-24 10:13:12,3088.65,1111.91,926.6,370.64,339.75,339.75,189.02,200.14,111.19,289.1,166.79,231.65,222.38,222.38,250.18,226.09,144.55,166.48,173.27,101.92,84.94,74.75,78.14
low,2021-01-01 09:12:49,1729.81,449.75,518.94,432.45,172.98,155.68,85.45,121.43,53.97,53.97,62.97,72.65,171.25,140.11,134.92,255.15,177.3,64.0,108.98,85.62,12.45,31.14,26.47
average,2021-01-28 21:23:19,2236.45,894.58,559.11,335.47,156.55,290.74,268.37,196.81,178.92,71.57,71.57,95.05,167.73,190.1,106.23,211.35,124.12,82.97,73.58,130.83,81.41,49.43,29.07
high,2021-01-27 09:14:42,2749.23,824.77,1072.2,247.43,329.91,274.92,90.72,222.69,98.97,156.71,140.21,128.66,225.16,300.22,418.16,168.25,79.18,125.37,204.54,170.45,32.99,30.24,41.24
low,2021-03-11 12:02:30,1900.41,703.15,646.14,152.03,171.04,228.05,168.76,112.5,98.44,119.54,70.31,148.61,168.0,180.92,148.61,76.02,76.02,51.31,119.73,66.13,50.17,50.17,61.57
average,2021-02-06 05:08:46,2216.58,620.64,753.64,177.33,376.82,288.16,105.51,93.1,117.92,111.72,80.68,203.48,211.02,173.34,165.8,109.94,67.39,241.16,135.66,152.72,48.99,40.34,46.11
high,2021-01-23 22:32:29,2854.06,970.38,1113.08,371.03,171.24,228.32,126.15,213.48,126.15,213.48,184.37,256.01,244.88,300.53,311.66,218.91,152.12,126.72,44.52,150.69,38.81,29.68,9.13
low,2020-12-27 16:00:35,1742.37,679.52,574.98,139.39,156.81,191.66,74.75,95.13,129.11,122.31,135.9,160.99,126.5,126.5,160.99,86.42,52.97,61.16,95.65,136.08,11.5,23.0,21.08
average,2021-03-12 16:04:26,2207.54,640.19,883.02,242.83,220.75,220.75,140.84,160.05,128.04,32.01,102.43,167.77,194.26,238.42,282.57,155.41,87.42,61.81,158.94,77.26,50.77,44.15,48.56
high,2020-10-27 15:27:25,2873.91,919.65,890.91,229.91,373.61,459.83,128.75,110.36,128.75,220.72,147.14,160.36,231.64,267.27,231.64,121.85,108.06,212.96,160.65,142.55,128.75,101.16,87.37
low,2021-02-09 04:23:02,1543.21,524.69,509.26,123.46,185.19,200.62,89.2,89.2,52.47,99.69,104.94,96.76,157.87,122.22,132.41,76.55,46.91,107.41,77.78,66.2,36.11,46.14,52.16
average,2021-06-05 03:58:51,2243.74,673.12,695.56,89.75,403.87,381.44,80.77,87.51,100.97,100.97,141.36,125.2,166.93,194.76,208.67,55.64,34.1,246.36,157.51,95.36,102.99,91.55,91.55
